aR,aNa-Na ,aNa-U ,aNa-Cl ,aU-U ,aU-Cl ,aCl-Cl,aU-U (Small),aU-Cl (Small),aCl-Cl (Small),bNa-Na ,bNa-U ,bNa-Cl ,bU-U ,bU-Cl ,bCl-Cl,bU-U (Small),bU-Cl (Small),bCl-Cl (Small),cNa-Na ,cNa-U ,cNa-Cl ,cU-U ,cU-Cl ,cCl-Cl,cU-U (Small),cU-Cl (Small),cCl-Cl (Small),dNa-Na ,dNa-U ,dNa-Cl ,dU-U ,dU-Cl ,dCl-Cl,dU-U (Small),dU-Cl (Small),dCl-Cl (Small)
10.325,0.906267841,0.950658599,1.061695812,0.734066321,1.088632608,0.962440363,0.899563808,1.008310879,0.985021979,0.930520004,0.921031508,1.038965852,0.757295154,1.062334121,0.969720623,0.899563808,1.008310879,0.985021979,0.880433605,0.890388927,1.040167742,0.771229125,1.066100757,0.96226224,0.899563808,1.008310879,0.985021979,0.915499947,0.941718293,1.025724159,0.891872206,1.029263465,0.999247966,0.899563808,1.008310879,0.985021979
10.395,0.89934066,0.955132786,1.061497646,0.748417947,1.075714133,0.973475487,0.921787648,1.009952468,0.989524739,0.935597986,0.922377744,1.039651528,0.77692098,1.042768853,0.96961362,0.921787648,1.009952468,0.989524739,0.906426309,0.886930244,1.041841568,0.824771363,1.063646819,0.966586669,0.921787648,1.009952468,0.989524739,0.90776448,0.938892129,1.021848087,0.85591814,1.030000683,1.002622934,0.921787648,1.009952468,0.989524739
10.465,0.905734736,0.961354531,1.054762995,0.767502282,1.064156778,0.974851131,0.950544031,1.004983551,0.995157966,0.940831304,0.934027489,1.031514474,0.803458075,1.045619111,0.974002632,0.950544031,1.004983551,0.995157966,0.899617696,0.895036157,1.03516865,0.810632023,1.053230879,0.964668383,0.950544031,1.004983551,0.995157966,0.926022961,0.933729845,1.020855932,0.872477295,1.022648391,1.015773588,0.950544031,1.004983551,0.995157966
10.535,0.917029261,0.968587834,1.044381121,0.787357483,1.073814409,0.981121358,0.982934255,1.003415811,1.006689671,0.937561774,0.922525068,1.023187628,0.794059464,1.03822326,0.984482082,0.982934255,1.003415811,1.006689671,0.88283343,0.89462939,1.028808798,0.81204397,1.053568409,0.960790602,0.982934255,1.003415811,1.006689671,0.92550424,0.939917733,1.022133342,0.893048683,1.025583537,1.011111254,0.982934255,1.003415811,1.006689671
10.605,0.918778495,0.972156407,1.031389207,0.814335567,1.064320485,0.989308024,0.98500763,0.999037832,1.010986184,0.94071832,0.945900858,1.024795885,0.763938665,1.023835319,0.992180174,0.98500763,0.999037832,1.010986184,0.90155744,0.895995563,1.023319429,0.8460893,1.041981528,0.965090479,0.98500763,0.999037832,1.010986184,0.919673716,0.938414896,1.009713492,0.891562747,1.006640364,1.013304362,0.98500763,0.999037832,1.010986184
10.675,0.930477393,0.9760794,1.026996815,0.742031281,1.054984878,0.994620589,0.995453002,0.992900458,1.01747945,0.944903872,0.956792606,1.021515004,0.863261862,1.027767661,1.002368856,0.995453002,0.992900458,1.01747945,0.894298673,0.891531833,1.021486004,0.810603651,1.02796152,0.966014129,0.995453002,0.992900458,1.01747945,0.907312599,0.947646859,1.006406646,0.888753781,1.005716339,1.009712491,0.995453002,0.992900458,1.01747945
10.745,0.940583699,0.991082255,1.022284215,0.733664459,1.041441106,0.997762903,1.026834266,0.992069759,1.025050415,0.946971054,0.966488973,1.016885374,0.846426608,1.024845983,1.002852479,1.026834266,0.992069759,1.025050415,0.900539115,0.881837274,1.017443195,0.767625849,1.023078941,0.96831803,1.026834266,0.992069759,1.025050415,0.951183629,0.948532179,1.00063748,0.931465353,1.002492531,1.014240543,1.026834266,0.992069759,1.025050415
10.815,0.948307658,0.994362261,1.016244769,0.794650285,1.027687606,1.005261585,1.085154738,0.987105837,1.04140053,0.96114107,0.961743682,1.014609503,0.840527405,1.009969756,1.013502573,1.085154738,0.987105837,1.04140053,0.900733327,0.88061202,1.009498221,0.779066822,1.020912229,0.963194807,1.085154738,0.987105837,1.04140053,0.995960085,0.941906966,0.998156842,0.993530703,0.99832672,1.022083968,1.085154738,0.987105837,1.04140053
10.885,0.957184988,0.994955296,1.007049426,0.792624868,1.006253172,1.013978895,1.120104842,0.986607648,1.045564314,0.965274597,0.988496249,1.012170542,0.843807197,1.014115841,1.017051717,1.120104842,0.986607648,1.045564314,0.914451511,0.902610714,0.999821437,0.820223512,1.029281849,0.966646281,1.120104842,0.986607648,1.045564314,1.066001663,0.952011162,0.995418052,1.049671157,0.987633204,1.038031602,1.120104842,0.986607648,1.045564314
10.955,0.972581118,1.002490404,1.000564142,0.83399507,0.978704211,1.017383125,1.104703396,0.986143809,1.042473577,0.97106606,0.994992277,1.006193595,0.878824496,1.021559252,1.01221411,1.104703396,0.986143809,1.042473577,0.957990618,0.901312921,0.9963279,0.902192317,1.023169033,0.986748857,1.104703396,0.986143809,1.042473577,1.004122328,0.972545556,0.98862319,0.965531511,0.987005763,1.017738314,1.104703396,0.986143809,1.042473577
11.025,0.97243662,1.019115552,0.992274064,0.86145805,0.970425629,1.016767712,1.146769875,0.981978447,1.047012215,0.977081241,1.017654643,1.005711317,0.86346292,1.003934678,1.020779763,1.146769875,0.981978447,1.047012215,0.931642464,0.910927921,0.994196465,0.841119182,1.01318249,0.978790662,1.146769875,0.981978447,1.047012215,0.991647263,0.9798224,0.990196398,1.009640525,0.986014575,1.022210404,1.146769875,0.981978447,1.047012215
11.095,0.977153491,1.033269705,0.985742921,0.879488614,0.956207156,1.021674424,1.154587747,0.978330601,1.050053374,0.975738522,1.023582225,1.000404654,0.841557324,0.997057205,1.022849317,1.154587747,0.978330601,1.050053374,0.939324179,0.925645493,0.987362333,0.859212158,1.00293358,0.983174583,1.154587747,0.978330601,1.050053374,0.987008135,0.980182759,0.989063016,0.977905727,0.97473905,1.019492017,1.154587747,0.978330601,1.050053374
11.165,0.983562943,1.037985498,0.981447602,0.891052333,0.942051189,1.025052503,1.13872798,0.978793781,1.04121403,0.988106169,1.035348927,0.997774222,0.859061233,0.992703673,1.027647225,1.13872798,0.978793781,1.04121403,0.969312302,0.93526967,0.980336881,0.900430508,0.998068455,0.99382404,1.13872798,0.978793781,1.04121403,1.031281081,1.004090248,0.98568315,1.001337516,0.966395783,1.02413273,1.13872798,0.978793781,1.04121403
11.235,0.995360985,1.053486675,0.970988,0.912781624,0.934623904,1.029733951,1.176814226,0.978822085,1.049204499,0.987701296,1.05915066,0.991846679,0.854248548,0.981258945,1.025196288,1.176814226,0.978822085,1.049204499,1.053235338,0.936731486,0.981674299,1.055861678,1.000338675,1.021037437,1.176814226,0.978822085,1.049204499,0.993919733,1.015653153,0.979693634,0.961984772,0.973352875,1.020743986,1.176814226,0.978822085,1.049204499
11.305,0.996075705,1.055531169,0.970361993,0.967667654,0.930589399,1.031190072,1.134614258,0.978121743,1.035774878,1.00178187,1.07531008,0.987771403,0.881782892,0.976390964,1.02757449,1.134614258,0.978121743,1.035774878,1.059427173,0.942921882,0.972021177,1.060875066,0.994247286,1.024305515,1.134614258,0.978121743,1.035774878,1.02219262,1.026381695,0.979547378,1.002561223,0.967614073,1.02673753,1.134614258,0.978121743,1.035774878
11.375,0.985015698,1.070230324,0.962907505,1.000534848,0.911218038,1.030689712,1.13555677,0.976991008,1.031878262,1.01538949,1.068787993,0.980478334,0.881239968,0.956395784,1.027214661,1.13555677,0.976991008,1.031878262,1.077904473,0.958442096,0.965069333,1.120639213,0.980352403,1.02513351,1.13555677,0.976991008,1.031878262,0.95836321,1.030021345,0.976501259,0.958988976,0.965766083,1.011672807,1.13555677,0.976991008,1.031878262
11.445,1.001189807,1.088784261,0.964597217,1.001393352,0.908712412,1.03785631,1.117536594,0.976345408,1.026920965,1.025200719,1.094997804,0.976801564,0.928801301,0.942530108,1.030141172,1.117536594,0.976345408,1.026920965,1.085014825,0.969969472,0.966047465,1.147091381,0.971445356,1.027326439,1.117536594,0.976345408,1.026920965,0.952893716,1.030299313,0.979050863,0.930977132,0.968915412,1.004471195,1.117536594,0.976345408,1.026920965
11.515,1.004108483,1.088290981,0.961428548,0.991617756,0.90954872,1.036412808,1.123321925,0.978289812,1.029491439,1.0187592,1.107849469,0.973774746,0.93619556,0.934412643,1.032200043,1.123321925,0.978289812,1.029491439,1.136665418,0.983727155,0.961535626,1.258450031,0.975011627,1.041018266,1.123321925,0.978289812,1.029491439,0.973274298,1.044190447,0.978212887,0.944086753,0.969266615,1.008528916,1.123321925,0.978289812,1.029491439
11.585,1.016267754,1.080054435,0.962199696,1.02071006,0.909277664,1.032692345,1.049349224,0.979938194,1.004194648,1.009669191,1.10310523,0.968061381,0.916342958,0.929454833,1.032272731,1.049349224,0.979938194,1.004194648,1.170388149,0.988443541,0.962644377,1.333278624,0.973540455,1.051461848,1.049349224,0.979938194,1.004194648,0.994884019,1.055575232,0.974583853,1.011264625,0.967177324,1.014209154,1.049349224,0.979938194,1.004194648
11.655,1.016413072,1.098334844,0.963195148,1.072127277,0.90888073,1.033983226,1.085903355,0.977088334,1.007508466,1.017099884,1.108223285,0.967811438,0.925447678,0.934073931,1.02808453,1.085903355,0.977088334,1.007508466,1.252642804,0.984146226,0.959500452,1.479757865,0.968354665,1.084249064,1.085903355,0.977088334,1.007508466,0.985087722,1.059098999,0.976405393,1.030295403,0.969859045,1.01320525,1.085903355,0.977088334,1.007508466
11.725,1.021604037,1.108470048,0.956989319,1.027526067,0.90242862,1.031656238,1.052324666,0.975811008,0.999288498,1.021906254,1.116182251,0.962318657,0.917597454,0.933953791,1.025882092,1.052324666,0.975811008,0.999288498,1.274296049,0.995333091,0.958719402,1.470011609,0.972010726,1.082561242,1.052324666,0.975811008,0.999288498,0.964186514,1.067066679,0.981440258,0.997797481,0.972464403,1.004776405,1.052324666,0.975811008,0.999288498
11.795,1.025567967,1.112073851,0.953187621,1.011349967,0.907003797,1.028851892,1.037896444,0.979349054,0.994344095,1.023057362,1.109430284,0.961774899,0.940773908,0.923233996,1.028412668,1.037896444,0.979349054,0.994344095,1.315680244,1.005570048,0.955282669,1.549040248,0.964723953,1.094445729,1.037896444,0.979349054,0.994344095,0.967626014,1.05756605,0.983701652,0.990650903,0.960130947,1.002988933,1.037896444,0.979349054,0.994344095
11.865,1.029845519,1.104748004,0.959198236,1.064224296,0.906988655,1.025503924,1.029146693,0.978534361,0.993151653,1.021360066,1.133368111,0.95835171,0.933301162,0.911762419,1.025997811,1.029146693,0.978534361,0.993151653,1.320352601,1.016765676,0.9553369,1.591787706,0.962946069,1.098325885,1.029146693,0.978534361,0.993151653,0.994730757,1.058650931,0.977807053,1.053661173,0.966033736,1.010798979,1.029146693,0.978534361,0.993151653
11.935,1.037138933,1.102843266,0.961255094,1.095471402,0.902316789,1.028970546,1.049828843,0.979212632,0.995369018,1.016135237,1.127352538,0.958657163,0.930807588,0.912888926,1.01839706,1.049828843,0.979212632,0.995369018,1.324611765,1.020458098,0.956758055,1.597949198,0.969507029,1.099608395,1.049828843,0.979212632,0.995369018,1.060605986,1.067630101,0.979657139,1.136732728,0.978760048,1.021444266,1.049828843,0.979212632,0.995369018
12.005,1.049043611,1.109094574,0.967688509,1.102396755,0.904548825,1.036110846,1.075911118,0.982367783,1.00622022,1.009084811,1.124146508,0.962042066,0.948753162,0.918070041,1.021395219,1.075911118,0.982367783,1.00622022,1.242601752,1.017766167,0.956986225,1.448445824,0.968841075,1.073785704,1.075911118,0.982367783,1.00622022,1.064965227,1.054891193,0.979922954,1.134313932,0.978410675,1.015911057,1.075911118,0.982367783,1.00622022
12.075,1.03088799,1.103875221,0.97144347,1.056470518,0.908208197,1.025869152,1.029732875,0.985675048,0.988585917,1.000766671,1.123071843,0.964414926,0.976994063,0.910564193,1.014077626,1.029732875,0.985675048,0.988585917,1.265350712,1.017329072,0.961486665,1.431718465,0.959988169,1.07370538,1.029732875,0.985675048,0.988585917,1.069221419,1.055167385,0.97656177,1.143483582,0.980341249,1.013665037,1.029732875,0.985675048,0.988585917
12.145,1.028362498,1.101784192,0.971265678,1.085706765,0.9175321,1.018528492,1.027421393,0.986398482,0.988770253,1.005937795,1.118011364,0.970457367,0.996282414,0.906101433,1.014101244,1.027421393,0.986398482,0.988770253,1.205860468,1.025078597,0.962093415,1.335942798,0.957918543,1.048055394,1.027421393,0.986398482,0.988770253,1.069422045,1.034153718,0.979551698,1.13169856,0.981508,1.010692074,1.027421393,0.986398482,0.988770253
12.215,1.030525414,1.090205159,0.970983427,1.075523907,0.9310286,1.023072614,1.03387405,0.990264944,0.988844647,1.008277653,1.121980253,0.972335625,0.977118056,0.916676623,1.012914997,1.03387405,0.990264944,0.988844647,1.201043528,1.026116036,0.962323613,1.342834706,0.95949689,1.045921895,1.03387405,0.990264944,0.988844647,1.019683366,1.046052543,0.975684679,1.101873093,0.985658905,0.992319296,1.03387405,0.990264944,0.988844647
12.285,1.021902587,1.089210116,0.970858394,1.034953811,0.935906687,1.018481265,1.007385347,0.995023052,0.979447068,0.997185095,1.110878536,0.975629788,0.9532367,0.92949903,1.010302688,1.007385347,0.995023052,0.979447068,1.206021928,1.021650127,0.968378697,1.355706301,0.963473342,1.044729085,1.007385347,0.995023052,0.979447068,1.037816845,1.041612642,0.977332748,1.084995968,0.985174065,0.992637657,1.007385347,0.995023052,0.979447068
12.355,1.037404358,1.080534103,0.976784245,1.069961396,0.950409512,1.017668472,0.9984328,0.995935977,0.976782194,0.994754309,1.105310946,0.982972184,0.943695774,0.938295121,1.00656509,0.9984328,0.995935977,0.976782194,1.136637212,1.026457867,0.967624004,1.232881215,0.964145991,1.023683122,0.9984328,0.995935977,0.976782194,1.046006119,1.038383131,0.981671964,1.104383676,0.991656874,0.995949594,0.9984328,0.995935977,0.976782194
12.425,1.042606183,1.078366533,0.979718271,1.083597385,0.958421638,1.005825382,0.988655746,0.999734307,0.97035645,0.995926203,1.104028215,0.983624506,0.937629353,0.948863285,1.005004583,0.988655746,0.999734307,0.97035645,1.104185161,1.013668993,0.973098761,1.157542299,0.965780199,1.011310773,0.988655746,0.999734307,0.97035645,1.060402139,1.039691697,0.987974599,1.115149278,0.997694007,0.996652233,0.988655746,0.999734307,0.97035645
12.495,1.033203911,1.072612895,0.981570054,1.083229762,0.962482613,1.002707881,1.003688546,1.006062267,0.983376422,0.993749126,1.089239509,0.986810155,0.934981665,0.957994482,1.003315266,1.003688546,1.006062267,0.983376422,1.074808147,1.005485653,0.977075369,1.152727465,0.973989995,1.004739177,1.003688546,1.006062267,0.983376422,1.109010427,1.040184115,0.993907361,1.1342359,1.000080621,1.005624612,1.003688546,1.006062267,0.983376422
12.565,1.027171644,1.063031263,0.9864437,1.068296912,0.96582893,1.003577649,0.985110812,1.008095352,0.979658996,0.987385384,1.083487983,0.989783294,0.952313533,0.962706972,0.996775108,0.985110812,1.008095352,0.979658996,1.017861275,1.005242793,0.974203059,1.050331769,0.982186193,0.985363456,0.985110812,1.008095352,0.979658996,1.073416776,1.036385134,0.992962932,1.100285346,1.002814859,0.996122466,0.985110812,1.008095352,0.979658996
12.635,1.012967866,1.062857479,0.993970592,1.062138807,0.962926164,1.005147209,0.984227016,1.014064449,0.979244889,0.980030174,1.081287531,0.99279092,0.982965751,0.96932382,0.994530113,0.984227016,1.014064449,0.979244889,1.003271307,0.996934136,0.980044885,1.000899016,0.987400786,0.974112017,0.984227016,1.014064449,0.979244889,1.086157233,1.024031277,0.994056265,1.124200684,1.007561877,1.00286327,0.984227016,1.014064449,0.979244889
12.705,1.006241749,1.052992844,0.996257342,1.037189598,0.96758455,0.998479249,0.99166393,1.014917326,0.981847652,0.978346862,1.062468568,1.002318301,0.92001479,0.965249554,0.991626685,0.99166393,1.014917326,0.981847652,1.025988249,0.998026115,0.984895591,1.041491134,0.993098016,0.982199155,0.99166393,1.014917326,0.981847652,1.022685072,1.01843333,0.997596785,1.060225939,1.01041793,0.991294054,0.99166393,1.014917326,0.981847652
12.775,1.015858924,1.044778982,1.002318959,1.059664794,0.974640318,0.996954834,0.993183573,1.014413635,0.985214691,0.99508528,1.054552329,1.008701933,0.909531517,0.967820563,0.994302601,0.993183573,1.014413635,0.985214691,1.010304405,0.99369045,0.99400975,1.0133291,1.00868745,0.982735781,0.993183573,1.014413635,0.985214691,0.994140312,1.009989636,1.000168618,0.990697565,1.008068238,0.979949855,0.993183573,1.014413635,0.985214691
12.845,1.00718376,1.025880105,1.006364373,1.039861995,0.986282895,0.999161452,0.9883497,1.018660897,0.987823402,0.991519951,1.046156179,1.010168852,0.905018584,0.972661135,0.993385268,0.9883497,1.018660897,0.987823402,1.025986229,0.989118246,0.993224546,1.006541012,1.007238947,0.986882002,0.9883497,1.018660897,0.987823402,1.009908427,1.015711175,1.000550258,1.014756197,1.007179752,0.986543452,0.9883497,1.018660897,0.987823402
12.915,0.981388562,1.019881829,1.011183492,0.981628512,1.007148734,0.98779036,0.982106235,1.019707603,0.985729661,0.985112723,1.035884617,1.01490685,0.941069071,0.989054469,0.991483766,0.982106235,1.019707603,0.985729661,0.999743157,0.992189241,0.99770561,0.969555141,1.013474996,0.985232355,0.982106235,1.019707603,0.985729661,1.030093618,1.003423796,0.997723792,1.033177741,1.006810646,0.986225605,0.982106235,1.019707603,0.985729661
12.985,0.986368843,1.017306356,1.01647556,0.959587804,1.010218045,0.987091512,0.980101949,1.021113378,0.987583698,0.972995605,1.026654442,1.015088837,0.911110667,1.00177899,0.989296455,0.980101949,1.021113378,0.987583698,0.982270698,0.992663005,1.000637076,0.930838032,1.02681197,0.97467608,0.980101949,1.021113378,0.987583698,0.975363708,0.980775615,1.005163605,0.973217252,1.006150201,0.97551955,0.980101949,1.021113378,0.987583698
13.055,0.992747363,1.016127063,1.018287207,0.9562605,1.023520706,0.976369747,0.98929665,1.02165044,0.990866203,0.969274252,1.020556759,1.016924336,0.918406739,1.008881799,0.981838067,0.98929665,1.02165044,0.990866203,0.976205343,0.986112375,1.007420787,0.944450742,1.030897611,0.974619674,0.98929665,1.02165044,0.990866203,1.004724908,0.975295872,1.009652385,0.997456062,1.014378552,0.992024807,0.98929665,1.02165044,0.990866203
13.125,0.977891515,1.001593685,1.018906106,0.968402082,1.026097889,0.980094512,0.982549336,1.022648687,0.990665634,0.9690391,1.017546058,1.017834108,0.899528636,1.01274606,0.983735239,0.982549336,1.022648687,0.990665634,0.967673845,0.978049444,1.01128701,0.927619508,1.023990285,0.969989987,0.982549336,1.022648687,0.990665634,0.988394114,0.971586702,1.010044819,0.989106808,1.016538537,0.988671747,0.982549336,1.022648687,0.990665634
13.195,0.977645506,0.990994612,1.023358003,0.921579599,1.032427208,0.980395595,1.004413892,1.022036223,0.998631821,0.973137486,1.018161824,1.021552538,0.951610507,1.017836886,0.982727758,1.004413892,1.022036223,0.998631821,0.983007092,0.972638224,1.017283238,0.97012547,1.024808429,0.979889816,1.004413892,1.022036223,0.998631821,0.962416857,0.958735952,1.008080595,0.948600864,1.018507054,0.982504942,1.004413892,1.022036223,0.998631821
13.265,0.971375114,0.967390198,1.022766842,0.906303622,1.03822336,0.976022188,0.990282826,1.022489733,1.001366555,0.965931704,1.0090346,1.019629554,0.937465425,1.021804504,0.981107046,0.990282826,1.022489733,1.001366555,0.947261808,0.973265165,1.018745765,0.927495685,1.02321625,0.968145435,0.990282826,1.022489733,1.001366555,0.97121276,0.959705878,1.00947265,0.932357743,1.023440062,0.983441162,0.990282826,1.022489733,1.001366555
13.335,0.965689928,0.962337789,1.023919851,0.895904138,1.038106208,0.973253179,0.971502534,1.022326497,1.002829057,0.959055631,0.99898262,1.023135663,0.928870747,1.018651873,0.979346572,0.971502534,1.022326497,1.002829057,0.96539041,0.970725415,1.017428236,0.957685742,1.026572892,0.976496477,0.971502534,1.022326497,1.002829057,1.005075717,0.956729663,1.011775197,0.998244461,1.022495267,0.995243195,0.971502534,1.022326497,1.002829057
13.405,0.960839459,0.977471559,1.026442275,0.871548781,1.050046885,0.968553102,0.970792275,1.025239828,1.001216943,0.956410217,0.999873106,1.025603308,0.948258454,1.025699925,0.977361234,0.970792275,1.025239828,1.001216943,0.972692514,0.971835132,1.0189631,0.936045582,1.021143804,0.979270104,0.970792275,1.025239828,1.001216943,0.977430329,0.950383076,1.010509326,0.97015886,1.026739943,0.990978613,0.970792275,1.025239828,1.001216943
13.475,0.956730394,0.969762537,1.025067215,0.868489627,1.054703952,0.968904373,0.978832296,1.022891175,1.008048302,0.959556524,0.983408332,1.029111844,0.929524632,1.035098288,0.979628737,0.978832296,1.022891175,1.008048302,0.953095785,0.967628483,1.020518021,0.916057953,1.021675124,0.974459489,0.978832296,1.022891175,1.008048302,0.991729316,0.957319944,1.009857545,0.960942877,1.020087616,0.989905759,0.978832296,1.022891175,1.008048302
13.545,0.952175121,0.957819329,1.02719761,0.836340528,1.048992052,0.972659211,0.952325017,1.018803975,1.002083438,0.96272311,0.978573818,1.029092059,0.902669027,1.030016143,0.973977591,0.952325017,1.018803975,1.002083438,0.957424642,0.976257897,1.024370626,0.960688526,1.024299887,0.974286944,0.952325017,1.018803975,1.002083438,0.985198797,0.952471988,1.015755807,0.953714187,1.020579794,0.991976662,0.952325017,1.018803975,1.002083438
13.615,0.941418967,0.9503994,1.026380827,0.808952348,1.049874922,0.970956172,0.93275007,1.016796655,0.995142463,0.973131194,0.960258279,1.021733932,0.893592363,1.042291645,0.975123614,0.93275007,1.016796655,0.995142463,0.974033613,0.968398895,1.020178336,0.999082993,1.025956443,0.981157026,0.93275007,1.016796655,0.995142463,0.947017131,0.961910317,1.015211931,0.941373997,1.012739422,0.989946767,0.93275007,1.016796655,0.995142463
13.685,0.943615312,0.953372889,1.024871083,0.807225631,1.052887477,0.96575594,0.933823869,1.015858465,0.998119484,0.977758574,0.950109904,1.013168133,0.923916946,1.037216313,0.979446794,0.933823869,1.015858465,0.998119484,0.955091945,0.960828169,1.022556802,0.921012925,1.027773617,0.975288927,0.933823869,1.015858465,0.998119484,0.951223478,0.953566737,1.010374956,0.939076691,1.010397804,0.986574141,0.933823869,1.015858465,0.998119484
13.755,0.937936127,0.967315491,1.025088591,0.851899455,1.050985895,0.969139612,0.936831819,1.012574128,1.000290521,1.00182141,0.956057772,1.014340686,1.014564147,1.0345958,0.996339363,0.936831819,1.012574128,1.000290521,0.954879828,0.958547802,1.025122619,0.943905879,1.028736092,0.980866747,0.936831819,1.012574128,1.000290521,0.963539161,0.949117627,1.014660705,0.935694261,1.01817326,0.988952312,0.936831819,1.012574128,1.000290521
13.825,0.940358412,0.959412547,1.021216564,0.834269831,1.050700508,0.967897727,0.940775283,1.011339477,1.001602812,0.970693747,0.96094939,1.015121805,0.960765841,1.037490454,0.985236723,0.940775283,1.011339477,1.001602812,0.955292777,0.958513233,1.025826728,0.951789655,1.030386791,0.984445419,0.940775283,1.011339477,1.001602812,0.981920659,0.951200377,1.012686745,0.934751331,1.017466612,0.992625279,0.940775283,1.011339477,1.001602812
13.895,0.955737451,0.957285318,1.023004159,0.8820101,1.053410076,0.970774125,0.951347853,1.006628916,1.005452298,0.955126081,0.95944032,1.02102294,0.942642927,1.034738759,0.985893175,0.951347853,1.006628916,1.005452298,0.934707491,0.967539063,1.022870328,0.896178107,1.034401293,0.975965794,0.951347853,1.006628916,1.005452298,0.97246333,0.951323266,1.011813644,0.90992363,1.017543021,0.988825218,0.951347853,1.006628916,1.005452298
13.965,0.959227667,0.959198915,1.020480374,0.868236086,1.048053944,0.975048044,0.95053454,1.002882691,1.007767528,0.959466816,0.954359028,1.018028053,0.97663518,1.038080553,0.985070037,0.95053454,1.002882691,1.007767528,0.931929022,0.962024852,1.024803453,0.892597056,1.034500101,0.977994188,0.95053454,1.002882691,1.007767528,0.954423319,0.967117514,1.016288765,0.918721503,1.011862333,0.988421145,0.95053454,1.002882691,1.007767528
